id,created_at,lang,original text,user_name,place,place type,bbx,coordinates
1376460376007671808,Mon Mar 29 09:05:01 +0000 2021,en,The President of #Puntland  @SaidAbdullahiDe is currently attending the Conference of Federalka Member States and t… https://t.co/wlHcuBiIMr,Abdirashid Osman Shaaluco,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1376459218161664001,Mon Mar 29 09:00:25 +0000 2021,en,"Your day is approaching so be prepared.

#afgoye #Somalia #mondaythoughts https://t.co/UC8NtCbBBv",MUKHTAR NUUR | مختار نور,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1376343204346396672,Mon Mar 29 01:19:25 +0000 2021,en,BELEDWEYNE is one of the most beautiful cities in Somalia because of all the natural things around it and also the… https://t.co/5aX1kKEGLX,Sharif Sh.Abukar,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1376183134866268166,Sun Mar 28 14:43:22 +0000 2021,et,Afar Sano Kadib Muddo Xileedkii Madaxweyne @M_Farmaajo Amniga Dalka Wuxuu Maraya In Isla Ciidankii Amniga Sugayay I… https://t.co/1wzjceQ9di,Zakarie Abdalla 🇸🇴,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1376068979668701186,Sun Mar 28 07:09:45 +0000 2021,et,"#Cawaale #Stadium waa Mid Kamida Garoomada Dalka Soomaalia Gaar ahan #Puntland.
Wuxu Kamid Yahay Mashruucyada Lagu… https://t.co/7r9JdWWKgk",ℍ𝕠𝕟 𝔻𝕒𝕝𝕞𝕒𝕣 𝔻𝕚𝕣𝕚`𝔼🇸🇴🇹🇷,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1376008778693406721,Sun Mar 28 03:10:32 +0000 2021,und,#Abdiazizmatan #widhwidh #mogadishu #somalia https://t.co/VW9X9H5tk4,AbdiAziz Matan🇸🇴,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1375912915669245958,Sat Mar 27 20:49:36 +0000 2021,en,"Their term elapsed on 27 December 2020.

What part of #COVID19 pandemic control measures do they want to discuss or… https://t.co/jyTzOiZl8Q",Kassim Jimale 🇸🇴,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1375904219979513859,Sat Mar 27 20:15:03 +0000 2021,et,#Somalia  Mahacyada Xildhibaanada #BFS ee shaqo joojinta lagu sameeyay https://t.co/D13CkBNqE4,Abdulkadir Farah Dulyar,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1375860975384006658,Sat Mar 27 17:23:13 +0000 2021,en,"yeah, #fact #Somalia https://t.co/AiBOaWHDpw",m0ha ali isse m0ha,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1375828076463017985,Sat Mar 27 15:12:29 +0000 2021,en,"#EarthHour 🌍 Today (March 27, 2021), remember to spend an hour with the lights off at 8:30pm local time.

Join us t… https://t.co/oS8R2kxdBV",Greenwatch Trust,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1375801790445326337,Sat Mar 27 13:28:02 +0000 2021,en,Somali people expect success and progress from the conference at the Airport Hotel between FMS Presidents. #Somalia… https://t.co/UTn95F7RwR,Sadaq Mohamed 😷,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1375732945940529155,Sat Mar 27 08:54:28 +0000 2021,in,"#Moqdisho #Banaadir #Somalia

Waa Hooyadii Dalka #Moqdisho❣
Waa Hooyadii Wadanka #Moqdisho❣
Waa Hooyadii Dulqaadka… https://t.co/MRrrgPqjLp",ℍ𝕠𝕟 𝔻𝕒𝕝𝕞𝕒𝕣 𝔻𝕚𝕣𝕚`𝔼🇸🇴🇹🇷,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
1375681700345307136,Sat Mar 27 05:30:50 +0000 2021,tl,Cutubyo Katirsan Ciidanka Badda #Puntland oo Magacooda Loo sogabiyo #PMPF Ayaa shalay Tabaro Kala duwan Loogu soo x… https://t.co/Tub6SimKRF,ℍ𝕠𝕟 𝔻𝕒𝕝𝕞𝕒𝕣 𝔻𝕚𝕣𝕚`𝔼🇸🇴🇹🇷,Somalia,country,"[[[40.9886682, -1.6603619], [51.4154958, -1.6603619], [51.4154958, 11.9880685], [40.9886682, 11.9880685]]]",no coordinates
