id,created_at,lang,original text,user_name,place,place type,bbx,coordinates
1377901445400387588,Fri Apr 02 08:31:19 +0000 2021,en,"Site visit to a headquarters building with total built-up area of about 30,000 sq.m.

Involvement of AEE: Structura… https://t.co/u1EKBPQpQY",Afro-European Engineers,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377861280120373259,Fri Apr 02 05:51:43 +0000 2021,en,"Have you tasted Ethiopian wine ?
This is a chance to see bright side up

Watch the vlog 
Your support does make the… https://t.co/CQ3iblppZy",FerilsMadWorld,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377850079655161856,Fri Apr 02 05:07:12 +0000 2021,en,"Good Morning Everyone 💜️💐 
Hv a Beautiful Day.! 
8.04am 
#Hawassa #Ethiopia https://t.co/yex3dx1eDc",Ramesh | රමේෂ් #lka,"Hawassa Industrial Park, Apartment",poi,"[[[38.49386, 7.06358], [38.49386, 7.06358], [38.49386, 7.06358], [38.49386, 7.06358]]]",no coordinates
1377842797424873472,Fri Apr 02 04:38:16 +0000 2021,und,#Ethiopia #sisters https://t.co/JgMuxxDzS8 https://t.co/eWaAJ1F9iO,Tesfa Dagnachew 🇪🇹 💚💛❤️,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377826670271430656,Fri Apr 02 03:34:11 +0000 2021,nl,"Stop!
stop!
stop!
stop!!!
stop!!
stop!
Amhara Genocide In ethiopia
#Ethiopia https://t.co/DdSbeuekEz",Single AMHARA,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377759926584545281,Thu Apr 01 23:08:58 +0000 2021,am,#Ethiopia ምነው life የሚያረጋትን አሳጣት,Yona Hood,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377678948239298566,Thu Apr 01 17:47:11 +0000 2021,en,"There is an ongoing #AmharaGenocide. We can't ignore it anymore.

If you truly care for #Ethiopia, speak up for you… https://t.co/Lzmugp8c4m",ዳዊት | Dawit,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377675939266576391,Thu Apr 01 17:35:14 +0000 2021,en,All that’s happening in the offgrid solar market in #Ethiopia.  Our joint report with @ACE_TAF https://t.co/rfF7LkUB0V,Henok 🇪🇹🇺🇸,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377668182400499712,Thu Apr 01 17:04:25 +0000 2021,en,#Ethiopia on a promising path building a world class telecom industry https://t.co/Osj9jO1dKq,Eyob Tekalign Tolina(PhD),Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377652069310545920,Thu Apr 01 16:00:23 +0000 2021,en,Diplomatic win to continue the negotiations under AU and just ignoring their war drum is the right path #Ethiopia i… https://t.co/PkicNWl4gF,"Dr Temesgen Beyene (MD, ER Physician)",Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377632804335419393,Thu Apr 01 14:43:50 +0000 2021,am,"የኢትዮጵያን ባህላዊ ባህል እና ምግብ እወዳለሁ
#Ethiopia #Habesha #coffee #abyssinia https://t.co/JWDS2P84OH",Bruce ብሩስ🇨🇳🇪🇹,Yod Abyssinia Cultural Restaurant,poi,"[[[38.76498071283436, 9.018900649401111], [38.76498071283436, 9.018900649401111], [38.76498071283436, 9.018900649401111], [38.76498071283436, 9.018900649401111]]]",no coordinates
1377592492258963456,Thu Apr 01 12:03:39 +0000 2021,und,#Ethiopia https://t.co/ed8vggJLB7,Single AMHARA,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377592057942925312,Thu Apr 01 12:01:55 +0000 2021,en,@hrw In #Ethiopia oromia region wollega zone ethinic cleansing was happened in march 31 2021 and 186 civilian has b… https://t.co/3atQDYQljt,ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377590099567898627,Thu Apr 01 11:54:08 +0000 2021,en,We would like to inform our Thursday Live Jazz Night fans and family that the weekly performances will cease starti… https://t.co/Wrkwp8mucm,Jupiter Int Hotel,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377557182712004610,Thu Apr 01 09:43:20 +0000 2021,en,"A girl should be like a butterfly. Pretty to see, hard to catch.🦋🦋
#Ethiopia #strongwomen https://t.co/wT0Zu2gIBe",𝖔𝖋𝖋𝖎𝖈𝖎𝖆𝖑_𝕭𝖊𝖙𝖊𝖑𝖍𝖊𝖒𝕶𝖔𝖑𝖆 🦋,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377546203139825668,Thu Apr 01 08:59:43 +0000 2021,en,"Let's go digital with menalle.

#menalle #ምናሌ #AddisAbaba #Ethiopia #e_menu #startup #restaurant https://t.co/SDsLslzozI",Menalle,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377519976953831425,Thu Apr 01 07:15:30 +0000 2021,en,We urge @PMEthiopia @AbiyAhmedAli to take vigorous measures to put an end to the death and suffering of ethnic… https://t.co/gmPZlBvOIn,Getahun@D,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377515776240988163,Thu Apr 01 06:58:48 +0000 2021,am,@AbiyAhmedAli ኢትዮጵያ በአማራ መስዋእትነት ብቻ አትቆይም። መምራት ስላልቻላቹህ አፈረሳችኋት። ኢትዮጵያ ፈርሳለች። #Ethiopia is afailed state #antireport,ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377515383008149506,Thu Apr 01 06:57:14 +0000 2021,en,@AbiyAhmedAli your informal army killed civilians #AmharaGenocide in #Ethiopia https://t.co/uO3K2RRnS1,ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377510275411288064,Thu Apr 01 06:36:57 +0000 2021,en,"@IntlCrimCourt #AmharaGenocide in #Ethiopia March 31, 2021 https://t.co/60vuZIlMKi",ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377509972272103425,Thu Apr 01 06:35:44 +0000 2021,en,"@UN_HRC @UNWebTV #AmharaGenocide in #Ethiopia march 31, 2021 https://t.co/9Y4Hg9jmHV",ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377497336365117440,Thu Apr 01 05:45:32 +0000 2021,und,@Makeda_211 @AFP @StateDeputySpox @USAmbUN @UN_HRC @cecilepouilly @RaoufMazou #AmharaGenocide in #Ethiopia https://t.co/6fC9a5MWvO,ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377496995745705987,Thu Apr 01 05:44:11 +0000 2021,en,"#AmharaGenocide!  Ethinic cleansing is happening in #Ethiopia, oromia, Wollega and Metekel. 186 civilian has been k… https://t.co/Q6s1GE5gJw",ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377494603184623619,Thu Apr 01 05:34:40 +0000 2021,en,"#AmharaGenocide in #Ethiopia, oromia, wollega. 186 civilian has been killed in march 31 2021
@antonioguterres… https://t.co/GxklAKbjFY",ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377480188645281792,Thu Apr 01 04:37:23 +0000 2021,en,Fun fact #Ethiopia @ethiosss https://t.co/tSalJjHRls,መርዕድ ብሥራት ፍቅረዬሐንስ 🇪🇹 Mered Besrat Fikireyohannes,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377365075414016000,Wed Mar 31 20:59:58 +0000 2021,und,"11.58pm 
#Ethiopia https://t.co/MASSP7ud4P",Ramesh | රමේෂ් #lka,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377345430044864512,Wed Mar 31 19:41:55 +0000 2021,nl,@Makeda_211 @De2012_ @ShimelisAbdisa @giuliaparavicin @Aegis_Trust @melaku_alebel @StateDeputySpox @EmmaDaly… https://t.co/9vAC261uWm,ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377344783748763652,Wed Mar 31 19:39:20 +0000 2021,am,"#Ethiopia በምዕራብ ወለጋ😭
#share... https://t.co/3uBjA8sWLQ",Tîñô_Âgêw,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377335812967165954,Wed Mar 31 19:03:42 +0000 2021,en,New World Bank Financing Supports #Ethiopia’s Goal of Universal Electricity Access by 2025 https://t.co/duABH6Moby via @WorldBankAfrica,Henok 🇪🇹🇺🇸,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377324151820664840,Wed Mar 31 18:17:21 +0000 2021,und,#AmharaGenocide #Ethiopia https://t.co/SQiEDFq6Pq,ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377310686053855237,Wed Mar 31 17:23:51 +0000 2021,und,"@IntlCrimCourt #AmharaGenocide in #Ethiopia, https://t.co/OfRKydWyPc",ምቴ,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377302954315776006,Wed Mar 31 16:53:08 +0000 2021,en,"The Ministry of Foreign Affairs of Ethiopia - H.E. Ambassador Dina Mufti at ELGEL Hotel and Spa.

#ElgelHotelAndSpa… https://t.co/L97Gf6XVCp",Elgel Hotel and Spa,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377289203294294026,Wed Mar 31 15:58:29 +0000 2021,en,"Good Night #Ethiopia
#Microgreens
#Nutrition
#UrbanAgriculture https://t.co/yNGX96VhiA",SEYOUⓂ️A,CMC,poi,"[[[38.84389415713785, 9.02045431769264], [38.84389415713785, 9.02045431769264], [38.84389415713785, 9.02045431769264], [38.84389415713785, 9.02045431769264]]]",no coordinates
1377278048215699458,Wed Mar 31 15:14:09 +0000 2021,und,#Ethiopia https://t.co/qZMM4gmQGk,Henok 🇪🇹🇺🇸,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377274049676599297,Wed Mar 31 14:58:16 +0000 2021,und,#Ethiopia #EastAfrica https://t.co/hWWERcdJE7,Henok 🇪🇹🇺🇸,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377254287303131137,Wed Mar 31 13:39:44 +0000 2021,und,#Ethiopia #Jigjiga https://t.co/rJ5bfARvfQ,መርዕድ ብሥራት ፍቅረዬሐንስ 🇪🇹 Mered Besrat Fikireyohannes,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377230817466941441,Wed Mar 31 12:06:29 +0000 2021,en,"#EthnicCleansing #Ethiopia ""Failed State"" is primarily characterized as  incapable of protecing individuals residin… https://t.co/FtzsdPf6I9",Berhane Mewa,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
1377229211795140608,Wed Mar 31 12:00:06 +0000 2021,und,"Re run-: ድሉን አይተን ነበር ድግሱን ቀድመን የደገስነው @HaileGebr Chachiye, meseret Defar and many more! #Ethiopia https://t.co/NKblFi64gP",Filsan Abdullahi Ahmed 🇪🇹,Ethiopia,country,"[[[32.9976911, 3.4049624], [47.9994768, 3.4049624], [47.9994768, 14.8942137], [32.9976911, 14.8942137]]]",no coordinates
